FID,Plant,Log_number,Latitude,Longitude,Observatio,issues,BIO1_30s,BIO2_30s,BIO3_30s,BIO4_30s,BIO5_30s,BIO6_30s,BIO7_30s,BIO8_30s,BIO9_30s,BIO10_30s,BIO11_30s,BIO12_30s,BIO13_30s,BIO14_30s,BIO15_30s,BIO16_30s,BIO17_30s,BIO18_30s,BIO19_30s
319,Lonicera maackii,1802757714,40.616453,-74.498736,HUMAN_OBSERVATION,"cdround,gass84",10.96249986,11.35833334,31.11872066,904.6700033,28.70000076,-7.800000191,36.50000095,21.31666629,-0.383333365,21.98333295,-0.383333365,1272,131,78,12.21146232,358,276,349,276
320,Lonicera maackii,1802773483,40.593776,-74.558855,HUMAN_OBSERVATION,"cdround,gass84",11.02916658,11.50833329,31.44353406,905.17567,28.79999924,-7.800000191,36.59999943,21.38333321,-0.316666762,22.04999987,-0.316666762,1262,129,77,12.27997742,355,273,347,273
321,Lonicera maackii,1453218513,40.616176,-74.490727,HUMAN_OBSERVATION,"cdround,gass84",10.86666668,11.20000028,30.85399509,903.4839909,28.5,-7.800000191,36.30000019,21.21666654,-0.449999968,21.88333321,-0.449999968,1282,131,79,11.9666847,360,279,350,279
322,Lonicera maackii,1453197382,40.593377,-74.544897,HUMAN_OBSERVATION,"cdround,gass84",11.05416659,11.42499997,31.3013706,905.2785952,28.79999924,-7.699999809,36.49999905,21.43333308,-0.283333302,22.08333302,-0.283333302,1264,130,77,12.36845872,356,274,348,274
323,Lonicera maackii,1453204993,40.665568,-74.486189,HUMAN_OBSERVATION,"cdround,gass84",10.86666666,11.64999997,31.65760844,906.3170661,28.60000038,-8.199999809,36.80000019,21.20000029,-0.51666673,21.90000025,-0.51666673,1270,130,78,12.02582663,356,275,347,275
324,Lonicera maackii,1453192992,40.66604,-74.235971,HUMAN_OBSERVATION,"cdround,gass84",11.85000005,10.9000002,30.36211706,902.264833,29.20000076,-6.699999809,35.90000057,22.20000013,0.599999984,22.9333334,0.599999984,1242,125,77,11.49412274,346,271,335,271
325,Lonicera maackii,1453217730,40.547172,-74.62259,HUMAN_OBSERVATION,"cdround,gass84",11.27083338,12.24166669,32.64444452,909.3840589,29.5,-8,37.5,21.66666683,-0.133333365,22.35000006,-0.133333365,1234,127,75,12.45479062,348,268,342,268
326,Lonicera maackii,1453293510,40.636598,-74.454013,HUMAN_OBSERVATION,"cdround,gass84",11.01250009,10.90833345,30.30092625,903.6997876,28.5,-7.5,36,21.36666695,-0.299999952,22.03333362,-0.299999952,1271,131,78,12.13253856,357,276,347,276
327,Lonicera maackii,1097726264,40.658991,-74.347372,PRESERVED_SPECIMEN,"gass84,iddatunl",11.34166663,10.65,29.91573041,899.8606809,28.5,-7.099999905,35.5999999,21.6500001,0.083333373,22.33333333,0.083333373,1262,129,78,11.83174053,353,274,342,274
328,Lonicera maackii,1031019024,40.573023,124.03631,PRESERVED_SPECIMEN,"cdround,gass84",8.058333312,11.08333336,24.79492933,1216.214009,28.89999962,-15.80000019,44.69999981,22.21666654,-7.916666726,22.21666654,-7.916666726,919,252,9,104.8109591,583,34,583,34
329,Lonicera maackii,1836614508,40.492747,-74.418297,HUMAN_OBSERVATION,"cdround,gass84",11.61666668,10.94999995,30.50139255,900.5057549,29,-6.900000095,35.9000001,21.95000029,0.349999944,22.63333337,0.349999944,1236,128,76,12.51679882,350,272,341,272
330,Lonicera maackii,1841221083,40.433983,-79.940413,HUMAN_OBSERVATION,"cdround,gass84",10.65416663,11.52499999,31.83701587,899.3291916,27.70000076,-8.5,36.20000076,19.51666689,-0.73333327,21.51666673,-0.73333327,979,101,59,17.40616137,300,196,290,196
331,Lonicera maackii,1841225141,40.478338,-79.91313,HUMAN_OBSERVATION,"cdround,gass84",10.68333334,11.65000013,32.09366324,900.5461294,27.70000076,-8.600000381,36.30000114,19.5333333,-0.716666619,21.54999987,-0.716666619,982,101,59,17.55384476,301,196,291,196
332,Lonicera maackii,1839231182,40.455313,-74.42522,HUMAN_OBSERVATION,gass84,11.61666665,10.78333336,30.29026272,894.6948027,28.79999924,-6.800000191,35.59999943,21.89999994,0.416666587,22.5333333,0.416666587,1229,126,76,12.48881679,349,271,339,271
333,Lonicera maackii,1847521114,40.506225,-79.857528,HUMAN_OBSERVATION,"cdround,gass84",10.68750002,11.72500001,32.12328855,902.5749086,27.79999924,-8.699999809,36.49999905,19.53333314,-0.749999921,21.56666644,-0.749999921,988,103,59,17.72025036,303,196,294,196
334,Lonicera maackii,1847528481,40.492878,-74.417953,HUMAN_OBSERVATION,"cdround,gass84",11.61666668,10.94999995,30.50139255,900.5057549,29,-6.900000095,35.9000001,21.95000029,0.349999944,22.63333337,0.349999944,1236,128,76,12.51679882,350,272,341,272
335,Lonicera maackii,1500338317,40.509982,-74.574176,HUMAN_OBSERVATION,"cdround,gass84",11.31666681,12.31666699,32.84444531,906.2317948,29.5,-8,37.5,21.6833334,-0.049999952,22.35000022,-0.049999952,1234,128,75,12.69617631,350,269,342,269
336,Lonicera maackii,1562921828,40.494097,-74.5155,HUMAN_OBSERVATION,"cdround,gass84",11.4041666,11.75833308,31.95199272,903.0842546,29.29999924,-7.5,36.79999924,21.76666657,0.099999984,22.41666651,0.099999984,1238,128,75,12.74132004,351,270,342,270
337,Lonicera maackii,1500285956,40.511405,-74.436133,HUMAN_OBSERVATION,"cdround,gass84",11.59166666,11.19999964,30.85399293,902.8259562,29.20000076,-7.099999905,36.30000067,21.95000013,0.299999952,22.63333352,0.299999952,1239,129,76,12.61424873,352,272,342,272
338,Lonicera maackii,1562908876,40.528744,-88.985943,HUMAN_OBSERVATION,"cdround,gass84",10.50833334,11.18333348,27.88861192,1041.643883,28.70000076,-11.39999962,40.10000038,20.80000019,-3.033333341,22.78333346,-3.033333341,953,106,40,27.65627133,304,150,288,150
339,Lonicera maackii,1500354746,40.524271,-74.492326,HUMAN_OBSERVATION,"cdround,gass84",11.48749989,11.5916665,31.67122044,902.579948,29.29999924,-7.300000191,36.59999943,21.83333317,0.183333238,22.49999968,0.183333238,1234,129,75,12.84802089,351,269,342,269
340,Lonicera maackii,1668812429,40.487038,-74.434551,HUMAN_OBSERVATION,"cdround,gass84",11.64999986,10.93333338,30.45496756,899.5655445,29,-6.900000095,35.9000001,21.98333327,0.399999976,22.64999978,0.399999976,1233,128,76,12.66837535,350,271,341,271
341,Lonicera maackii,1677289224,40.426667,-79.905278,HUMAN_OBSERVATION,"cdround,gass84",10.7874999,11.72499984,32.21153835,900.4294999,27.89999962,-8.5,36.39999962,19.64999962,-0.616666635,21.64999994,-0.616666635,973,101,58,17.87819067,299,193,289,193
342,Lonicera maackii,1702476538,40.507959,-74.462843,HUMAN_OBSERVATION,"cdround,gass84",11.61249999,11.30833301,31.06684966,904.3157261,29.29999924,-7.099999905,36.39999914,21.98333327,0.316666683,22.6833334,0.316666683,1232,128,75,12.70660611,349,270,340,270
343,Lonicera maackii,1802640225,40.488089,-74.383607,HUMAN_OBSERVATION,"cdround,gass84",11.68333331,10.81666686,30.38389615,894.6744734,28.89999962,-6.699999809,35.59999943,21.98333327,0.5,22.61666663,0.5,1229,127,76,12.52280157,349,270,339,270
344,Lonicera maackii,1702486647,40.486216,-74.451819,HUMAN_OBSERVATION,"cdround,gass84",11.62083333,11.07499994,30.67866987,901.0762823,29.10000038,-7,36.10000038,21.96666702,0.350000024,22.63333352,0.350000024,1237,128,76,12.63666144,352,271,343,271
345,Lonicera maackii,1703195247,40.484424,-74.435612,HUMAN_OBSERVATION,"cdround,gass84",11.64999986,10.93333338,30.45496756,899.5655445,29,-6.900000095,35.9000001,21.98333327,0.399999976,22.64999978,0.399999976,1233,128,76,12.66837535,350,271,341,271
346,Lonicera maackii,1703175649,40.507665,-74.471233,HUMAN_OBSERVATION,"cdround,gass84",11.5708333,11.40833312,31.255708,904.351744,29.29999924,-7.199999809,36.49999905,21.94999981,0.266666651,22.63333321,0.266666651,1235,128,75,12.70340273,351,270,341,270
347,Lonicera maackii,1453078307,40.474203,-74.419661,HUMAN_OBSERVATION,"cdround,gass84",11.62083331,10.85833337,30.41549981,897.3406704,28.89999962,-6.800000191,35.69999981,21.9333334,0.399999897,22.58333349,0.399999897,1229,127,76,12.57698621,349,271,339,271
348,Lonicera maackii,1265600825,40.483612,-74.436088,HUMAN_OBSERVATION,"cdround,gass84",11.64999986,10.93333338,30.45496756,899.5655445,29,-6.900000095,35.9000001,21.98333327,0.399999976,22.64999978,0.399999976,1233,128,76,12.66837535,350,271,341,271
349,Lonicera maackii,1453082512,40.476166,-74.438259,HUMAN_OBSERVATION,"cdround,gass84",11.54999998,10.81666655,30.29878642,897.0329894,28.79999924,-6.900000095,35.69999933,21.8499999,0.316666643,22.5,0.316666643,1241,128,76,12.54325331,352,273,342,273
350,Lonicera maackii,1265599823,40.480762,-74.426125,HUMAN_OBSERVATION,"cdround,gass84",11.55833331,10.81666663,30.29878664,897.5568679,28.79999924,-6.900000095,35.69999933,21.8499999,0.316666643,22.51666657,0.316666643,1240,128,76,12.64524252,352,273,342,273
351,Lonicera maackii,1306587775,40.483456,-74.436225,HUMAN_OBSERVATION,"cdround,gass84",11.64999986,10.93333338,30.45496756,899.5655445,29,-6.900000095,35.9000001,21.98333327,0.399999976,22.64999978,0.399999976,1233,128,76,12.66837535,350,271,341,271
352,Lonicera maackii,1265586765,40.52554,-74.398261,HUMAN_OBSERVATION,gass84,11.58749995,11.40833312,31.25570759,902.469145,29.39999962,-7.099999905,36.49999952,21.96666654,0.316666762,22.63333321,0.316666762,1251,131,77,12.8186032,356,273,346,273
353,Lonicera maackii,1453085735,40.474167,-74.419724,HUMAN_OBSERVATION,"cdround,gass84",11.62083331,10.85833337,30.41549981,897.3406704,28.89999962,-6.800000191,35.69999981,21.9333334,0.399999897,22.58333349,0.399999897,1229,127,76,12.57698621,349,271,339,271
354,Lonicera maackii,1315053939,40.476172,-74.429725,HUMAN_OBSERVATION,"cdround,gass84",11.55833331,10.81666663,30.29878664,897.5568679,28.79999924,-6.900000095,35.69999933,21.8499999,0.316666643,22.51666657,0.316666643,1240,128,76,12.64524252,352,273,342,273
355,Lonicera maackii,1453099313,40.522016,-89.001693,HUMAN_OBSERVATION,"cdround,gass84",10.52083333,11.17500008,27.86783036,1040.132115,28.70000076,-11.39999962,40.10000038,20.78333346,-3.016666611,22.76666673,-3.016666611,955,107,40,27.82639764,306,150,289,150
356,Lonicera maackii,1315052324,40.450899,-85.580535,HUMAN_OBSERVATION,"cdround,gass84",10.0791667,11.07499983,28.54381456,999.5509345,27.89999962,-10.89999962,38.79999924,19.88333337,-2.816666563,21.93333324,-2.816666563,972,107,52,22.23273536,307,178,296,178
357,Lonicera maackii,1453118510,40.434828,-79.903693,HUMAN_OBSERVATION,"cdround,gass84",10.64583329,11.59166679,31.93296535,899.3746789,27.70000076,-8.600000381,36.30000114,19.50000016,-0.75,21.5,-0.75,983,101,59,17.53337486,301,196,292,196
358,Lonicera maackii,1453117885,40.483608,-74.436268,HUMAN_OBSERVATION,"cdround,gass84",11.64999986,10.93333338,30.45496756,899.5655445,29,-6.900000095,35.9000001,21.98333327,0.399999976,22.64999978,0.399999976,1233,128,76,12.66837535,350,271,341,271
359,Lonicera maackii,1453142995,40.483272,-74.437281,HUMAN_OBSERVATION,"cdround,gass84",11.54999998,10.81666655,30.29878642,897.0329894,28.79999924,-6.900000095,35.69999933,21.8499999,0.316666643,22.5,0.316666643,1241,128,76,12.54325331,352,273,342,273
360,Lonicera maackii,1453197860,40.492539,-74.41688,HUMAN_OBSERVATION,gass84,11.61666668,10.94999995,30.50139255,900.5057549,29,-6.900000095,35.9000001,21.95000029,0.349999944,22.63333337,0.349999944,1236,128,76,12.51679882,350,272,341,272
361,Lonicera maackii,1453182474,40.484105,-74.435825,HUMAN_OBSERVATION,gass84,11.64999986,10.93333338,30.45496756,899.5655445,29,-6.900000095,35.9000001,21.98333327,0.399999976,22.64999978,0.399999976,1233,128,76,12.66837535,350,271,341,271
362,Lonicera maackii,1453131965,40.483711,-74.435699,HUMAN_OBSERVATION,gass84,11.64999986,10.93333338,30.45496756,899.5655445,29,-6.900000095,35.9000001,21.98333327,0.399999976,22.64999978,0.399999976,1233,128,76,12.66837535,350,271,341,271
363,Lonicera maackii,1453136867,40.481388,-74.42778,HUMAN_OBSERVATION,"cdround,gass84",11.55833331,10.81666663,30.29878664,897.5568679,28.79999924,-6.900000095,35.69999933,21.8499999,0.316666643,22.51666657,0.316666643,1240,128,76,12.64524252,352,273,342,273
364,Lonicera maackii,1453128707,40.512707,-88.102304,HUMAN_OBSERVATION,"cdround,gass84",10.37916665,11.30833319,28.20033188,1033.888201,28.5,-11.60000038,40.10000038,20.5333333,-3.066666643,22.5333333,-3.066666643,938,104,41,26.84880299,303,150,293,150
365,Lonicera maackii,1453121060,40.48358,-74.436048,HUMAN_OBSERVATION,"cdround,gass84",11.64999986,10.93333338,30.45496756,899.5655445,29,-6.900000095,35.9000001,21.98333327,0.399999976,22.64999978,0.399999976,1233,128,76,12.66837535,350,271,341,271
366,Lonicera maackii,1453121576,40.480838,-74.432301,HUMAN_OBSERVATION,"cdround,gass84",11.55833331,10.81666663,30.29878664,897.5568679,28.79999924,-6.900000095,35.69999933,21.8499999,0.316666643,22.51666657,0.316666643,1240,128,76,12.64524252,352,273,342,273
367,Lonicera maackii,1453190238,40.481411,-74.434975,HUMAN_OBSERVATION,"cdround,gass84",11.54999998,10.81666655,30.29878642,897.0329894,28.79999924,-6.900000095,35.69999933,21.8499999,0.316666643,22.5,0.316666643,1241,128,76,12.54325331,352,273,342,273
368,Lonicera maackii,1453190387,40.478295,-74.431975,HUMAN_OBSERVATION,gass84,11.55833331,10.81666663,30.29878664,897.5568679,28.79999924,-6.900000095,35.69999933,21.8499999,0.316666643,22.51666657,0.316666643,1240,128,76,12.64524252,352,273,342,273
369,Lonicera maackii,1453189575,40.505858,-74.452911,HUMAN_OBSERVATION,"cdround,gass84",11.6125,11.22499974,30.92286372,902.3885639,29.20000076,-7.099999905,36.30000067,21.9666667,0.316666683,22.63333352,0.316666683,1234,128,75,12.79540977,351,270,341,270
370,Lonicera maackii,1453191191,40.481295,-74.434704,HUMAN_OBSERVATION,"cdround,gass84",11.54999998,10.81666655,30.29878642,897.0329894,28.79999924,-6.900000095,35.69999933,21.8499999,0.316666643,22.5,0.316666643,1241,128,76,12.54325331,352,273,342,273
371,Lonicera maackii,1453190801,40.484067,-74.435317,HUMAN_OBSERVATION,"cdround,gass84",11.64999986,10.93333338,30.45496756,899.5655445,29,-6.900000095,35.9000001,21.98333327,0.399999976,22.64999978,0.399999976,1233,128,76,12.66837535,350,271,341,271
372,Lonicera maackii,1453262877,40.479613,-74.431879,HUMAN_OBSERVATION,"cdround,gass84",11.55833331,10.81666663,30.29878664,897.5568679,28.79999924,-6.900000095,35.69999933,21.8499999,0.316666643,22.51666657,0.316666643,1240,128,76,12.64524252,352,273,342,273
373,Lonicera maackii,1088910120,40.504471,-74.449109,HUMAN_OBSERVATION,"cdround,gass84",11.66666665,11.16666662,30.8471447,903.7707204,29.20000076,-7,36.20000076,22.0333333,0.366666714,22.7166667,0.366666714,1231,128,75,12.75757227,349,269,340,269
374,Lonicera maackii,1088916884,40.523934,-74.472985,HUMAN_OBSERVATION,"cdround,gass84",11.51249988,11.44166661,31.43314954,901.970377,29.20000076,-7.199999809,36.40000057,21.84999975,0.23333323,22.53333314,0.23333323,1239,129,76,12.64736139,351,271,342,271
375,Lonicera maackii,1453053753,40.476693,-74.420636,HUMAN_OBSERVATION,gass84,11.58749998,10.82500011,30.32212933,897.1017111,28.89999962,-6.800000191,35.69999981,21.88333321,0.366666595,22.55000003,0.366666595,1233,127,76,12.41925849,349,272,339,272
376,Lonicera maackii,1211973160,40.47613,-74.4211,HUMAN_OBSERVATION,gass84,11.58749998,10.82500011,30.32212933,897.1017111,28.89999962,-6.800000191,35.69999981,21.88333321,0.366666595,22.55000003,0.366666595,1233,127,76,12.41925849,349,272,339,272
377,Lonicera maackii,1211973203,40.4758,-74.4288,HUMAN_OBSERVATION,gass84,11.55833331,10.81666663,30.29878664,897.5568679,28.79999924,-6.900000095,35.69999933,21.8499999,0.316666643,22.51666657,0.316666643,1240,128,76,12.64524252,352,273,342,273
378,Lonicera maackii,1144278611,40.520193,-74.458099,HUMAN_OBSERVATION,gass84,11.51666658,11.31666642,31.08974244,901.8953014,29.20000076,-7.199999809,36.40000057,21.86666648,0.233333349,22.53333314,0.233333349,1242,129,76,12.64593803,352,272,343,272
379,Lonicera maackii,1144280036,40.469678,-82.951836,HUMAN_OBSERVATION,gass84,9.987500114,11.50833352,30.20559949,961.3653371,27.5,-10.60000038,38.10000038,19.26666689,-1.066666603,21.41666683,-2.333333333,964,106,49,23.3302414,312,176,299,177
380,Lonicera maackii,1211981690,40.500819,-74.447399,HUMAN_OBSERVATION,gass84,11.66666665,11.16666662,30.8471447,903.7707204,29.20000076,-7,36.20000076,22.0333333,0.366666714,22.7166667,0.366666714,1231,128,75,12.75757227,349,269,340,269
381,Lonicera maackii,1211981343,40.503837,-74.455027,HUMAN_OBSERVATION,gass84,11.6125,11.22499974,30.92286372,902.3885639,29.20000076,-7.099999905,36.30000067,21.9666667,0.316666683,22.63333352,0.316666683,1234,128,75,12.79540977,351,270,341,270
382,Lonicera maackii,1453067453,40.505549,-74.456556,HUMAN_OBSERVATION,gass84,11.6125,11.22499974,30.92286372,902.3885639,29.20000076,-7.099999905,36.30000067,21.9666667,0.316666683,22.63333352,0.316666683,1234,128,75,12.79540977,351,270,341,270
383,Lonicera maackii,1211973799,40.477014,-74.433873,HUMAN_OBSERVATION,"cdround,gass84",11.54999998,10.81666655,30.29878642,897.0329894,28.79999924,-6.900000095,35.69999933,21.8499999,0.316666643,22.5,0.316666643,1241,128,76,12.54325331,352,273,342,273
384,Lonicera maackii,1211982135,40.476689,-74.429951,HUMAN_OBSERVATION,gass84,11.55833331,10.81666663,30.29878664,897.5568679,28.79999924,-6.900000095,35.69999933,21.8499999,0.316666643,22.51666657,0.316666643,1240,128,76,12.64524252,352,273,342,273
385,Lonicera maackii,1453067605,40.47539,-74.417723,HUMAN_OBSERVATION,gass84,11.58749998,10.82500011,30.32212933,897.1017111,28.89999962,-6.800000191,35.69999981,21.88333321,0.366666595,22.55000003,0.366666595,1233,127,76,12.41925849,349,272,339,272
386,Lonicera maackii,1453065982,40.475297,-74.438325,HUMAN_OBSERVATION,"cdround,gass84",11.54999998,10.81666655,30.29878642,897.0329894,28.79999924,-6.900000095,35.69999933,21.8499999,0.316666643,22.5,0.316666643,1241,128,76,12.54325331,352,273,342,273
387,Lonicera maackii,1453066971,40.483497,-74.436164,HUMAN_OBSERVATION,"cdround,gass84",11.64999986,10.93333338,30.45496756,899.5655445,29,-6.900000095,35.9000001,21.98333327,0.399999976,22.64999978,0.399999976,1233,128,76,12.66837535,350,271,341,271
388,Lonicera maackii,1211974582,40.476852,-74.4338,HUMAN_OBSERVATION,"cdround,gass84",11.54999998,10.81666655,30.29878642,897.0329894,28.79999924,-6.900000095,35.69999933,21.8499999,0.316666643,22.5,0.316666643,1241,128,76,12.54325331,352,273,342,273
389,Lonicera maackii,1144982572,40.48536,-74.435276,HUMAN_OBSERVATION,"cdround,gass84",11.64999986,10.93333338,30.45496756,899.5655445,29,-6.900000095,35.9000001,21.98333327,0.399999976,22.64999978,0.399999976,1233,128,76,12.66837535,350,271,341,271
390,Lonicera maackii,1211977498,40.501999,-74.454605,HUMAN_OBSERVATION,gass84,11.6125,11.22499974,30.92286372,902.3885639,29.20000076,-7.099999905,36.30000067,21.9666667,0.316666683,22.63333352,0.316666683,1234,128,75,12.79540977,351,270,341,270
391,Lonicera maackii,1143565302,40.479663,-74.434605,HUMAN_OBSERVATION,gass84,11.54999998,10.81666655,30.29878642,897.0329894,28.79999924,-6.900000095,35.69999933,21.8499999,0.316666643,22.5,0.316666643,1241,128,76,12.54325331,352,273,342,273
392,Lonicera maackii,1211987963,40.480713,-74.426522,HUMAN_OBSERVATION,"cdround,gass84",11.55833331,10.81666663,30.29878664,897.5568679,28.79999924,-6.900000095,35.69999933,21.8499999,0.316666643,22.51666657,0.316666643,1240,128,76,12.64524252,352,273,342,273
393,Lonicera maackii,1211975212,40.47422,-74.419795,HUMAN_OBSERVATION,"cdround,gass84",11.62083331,10.85833337,30.41549981,897.3406704,28.89999962,-6.800000191,35.69999981,21.9333334,0.399999897,22.58333349,0.399999897,1229,127,76,12.57698621,349,271,339,271
394,Lonicera maackii,1144279055,40.48314,-74.435688,HUMAN_OBSERVATION,gass84,11.54999998,10.81666655,30.29878642,897.0329894,28.79999924,-6.900000095,35.69999933,21.8499999,0.316666643,22.5,0.316666643,1241,128,76,12.54325331,352,273,342,273
395,Lonicera maackii,1453066976,40.483319,-74.436639,HUMAN_OBSERVATION,"cdround,gass84",11.54999998,10.81666655,30.29878642,897.0329894,28.79999924,-6.900000095,35.69999933,21.8499999,0.316666643,22.5,0.316666643,1241,128,76,12.54325331,352,273,342,273
